Date,Open,High,Low,Close,Adj Close,Volume
2014-09-01,25.764999389648438,25.934999465942383,24.03499984741211,25.1875,22.390052795410156,6105680000
2014-10-01,25.147499084472656,27.010000228881836,23.795000076293945,27.0,24.001239776611328,5441120800
2014-11-01,27.05500030517578,29.9375,26.93000030517578,29.732500076293945,26.430259704589844,3281632800
2014-12-01,29.702499389648438,29.8125,26.565000534057617,27.594999313354492,24.636526107788086,4294378400
2015-01-01,27.84749984741211,30.0,26.157499313354492,29.290000915527344,26.14980697631836,5221053600
2015-02-01,29.512500762939453,33.400001525878906,29.020000457763672,32.1150016784668,28.67194175720215,4546140800
2015-03-01,32.3125,32.56999969482422,30.407499313354492,31.107500076293945,27.882057189941406,4554568400
2015-04-01,31.204999923706055,33.6349983215332,30.774999618530273,31.287500381469727,28.043394088745117,3984542000
2015-05-01,31.524999618530273,33.24250030517578,30.84000015258789,32.56999969482422,29.192914962768555,3816608400
2015-06-01,32.56999969482422,32.84749984741211,31.1200008392334,31.357500076293945,28.22353744506836,3514426800
2015-07-01,31.725000381469727,33.24250030517578,29.80500030517578,30.325000762939453,27.29423713684082,4233122400
2015-08-01,30.375,30.642499923706055,23.0,28.190000534057617,25.37261390686035,6427276400
2015-09-01,27.537500381469727,29.22249984741211,26.84000015258789,27.575000762939453,24.93140983581543,4826189200
2015-10-01,27.267499923706055,30.30500030517578,26.827499389648438,29.875,27.01091194152832,4450048400
2015-11-01,30.200000762939453,30.954999923706055,27.75,29.575000762939453,26.73967933654785,3002562400
2015-12-01,29.6875,29.96500015258789,26.204999923706055,26.315000534057617,23.89405059814453,3687660800
2016-01-01,25.65250015258789,26.462499618530273,23.09749984741211,24.334999084472656,22.096208572387695,5087392000
2016-02-01,24.11750030517578,24.72249984741211,23.147499084472656,24.172500610351562,21.948654174804688,3243450400
2016-03-01,24.412500381469727,27.604999542236328,24.354999542236328,27.247499465942383,24.875015258789062,2984198400
2016-04-01,27.19499969482422,28.09749984741211,23.127500534057617,23.434999465942383,21.39447021484375,3489534800
2016-05-01,23.49250030517578,25.1825008392334,22.36750030517578,24.96500015258789,22.7912540435791,3602686000
2016-06-01,24.7549991607666,25.47249984741211,22.875,23.899999618530273,21.95182991027832,3117990800
2016-07-01,23.872499465942383,26.137500762939453,23.592500686645508,26.052499771118164,23.92887306213379,2743118400
2016-08-01,26.102500915527344,27.5575008392334,26.0,26.524999618530273,24.362855911254883,2520514000
2016-09-01,26.53499984741211,29.045000076293945,25.63249969482422,28.262500762939453,26.09934425354004,3872062400
2016-10-01,28.177499771118164,29.672500610351562,28.06999969482422,28.385000228881836,26.21247673034668,2747657200
2016-11-01,28.364999771118164,28.4424991607666,26.020000457763672,27.6299991607666,25.5152587890625,2886220000
2016-12-01,27.592500686645508,29.5049991607666,27.0625,28.954999923706055,26.876131057739258,2435086800
2017-01-01,28.950000762939453,30.610000610351562,28.690000534057617,30.337499618530273,28.15937614440918,2252488000
2017-02-01,31.75749969482422,34.369998931884766,31.752500534057617,34.247501373291016,31.78864860534668,2299874400
2017-03-01,34.47249984741211,36.125,34.26250076293945,35.915000915527344,33.48096466064453,2246513600
2017-04-01,35.9275016784668,36.3650016784668,35.01499938964844,35.912498474121094,33.4786262512207,1493216400
2017-05-01,36.275001525878906,39.162498474121094,36.067501068115234,38.189998626708984,35.60177993774414,2615927200
2017-06-01,38.29249954223633,38.994998931884766,35.54999923706055,36.005001068115234,33.70340347290039,2736712400
2017-07-01,36.220001220703125,38.497501373291016,35.602500915527344,37.182498931884766,34.805633544921875,1688047600
2017-08-01,37.275001525878906,41.130001068115234,37.102500915527344,41.0,38.37910461425781,2644276000
2017-09-01,41.20000076293945,41.23500061035156,37.290000915527344,38.529998779296875,36.20863723754883,2721496400
2017-10-01,38.564998626708984,42.412498474121094,38.1150016784668,42.2599983215332,39.71389389038086,2017165200
2017-11-01,42.467498779296875,44.060001373291016,41.31999969482422,42.962501525878906,40.37407684326172,2402653600
2017-12-01,42.48749923706055,44.29999923706055,41.6150016784668,42.307498931884766,39.90147399902344,2124735200
2018-01-01,42.540000915527344,45.025001525878906,41.17499923706055,41.85749816894531,39.47705841064453,2638717600
2018-02-01,41.79249954223633,45.154998779296875,37.560001373291016,44.529998779296875,41.99756622314453,3711577200
2018-03-01,44.6349983215332,45.875,41.23500061035156,41.94499969482422,39.72086715698242,2854910800
2018-04-01,41.65999984741211,44.73500061035156,40.157501220703125,41.314998626708984,39.124267578125,2664617200
2018-05-01,41.602500915527344,47.592498779296875,41.317501068115234,46.717498779296875,44.240318298339844,2483905200
2018-06-01,46.997501373291016,48.54999923706055,45.182498931884766,46.27750015258789,43.99263381958008,2110498000
2018-07-01,45.95500183105469,48.9900016784668,45.85499954223633,47.5724983215332,45.223697662353516,1574765600
2018-08-01,49.782501220703125,57.217498779296875,49.32749938964844,56.907501220703125,54.0977897644043,2801275600
2018-09-01,57.102500915527344,57.41749954223633,53.82500076293945,56.435001373291016,53.83677291870117,2715888000
2018-10-01,56.98749923706055,58.36750030517578,51.522499084472656,54.71500015258789,52.19596481323242,3158994000
2018-11-01,54.76250076293945,55.59000015258789,42.564998626708984,44.64500045776367,42.58959197998047,3845305600
2018-12-01,46.1150016784668,46.23500061035156,36.647499084472656,39.435001373291016,37.75069808959961,3595690000
